Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ocupación;Sexo;Periodo;Total
Total Nacional;16 País Vasco;;26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización;Total;2021;16.612
Total Nacional;16 País Vasco;;26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización;Hombres;2022;7.595
Total Nacional;16 País Vasco;;26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización;Hombres;2021;7.190
Total Nacional;16 País Vasco;;26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización;Mujeres;2022;9.843
Total Nacional;16 País Vasco;;26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización;Mujeres;2021;9.422
Total Nacional;16 País Vasco;;27 Profesionales de las tecnologías de la información;Total;2022;8.296
Total Nacional;16 País Vasco;;27 Profesionales de las tecnologías de la información;Total;2021;8.475
Total Nacional;16 País Vasco;;27 Profesionales de las tecnologías de la información;Hombres;2022;5.673
Total Nacional;16 País Vasco;;27 Profesionales de las tecnologías de la información;Hombres;2021;5.685
Total Nacional;16 País Vasco;;27 Profesionales de las tecnologías de la información;Mujeres;2022;2.623
Total Nacional;16 País Vasco;;27 Profesionales de las tecnologías de la información;Mujeres;2021;2.790
Total Nacional;16 País Vasco;;28 Profesionales en ciencias sociales;Total;2022;12.981
Total Nacional;16 País Vasco;;28 Profesionales en ciencias sociales;Total;2021;13.286
Total Nacional;16 País Vasco;;28 Profesionales en ciencias sociales;Hombres;2022;3.772
Total Nacional;16 País Vasco;;28 Profesionales en ciencias sociales;Hombres;2021;3.661
Total Nacional;16 País Vasco;;28 Profesionales en ciencias sociales;Mujeres;2022;9.209
Total Nacional;16 País Vasco;;28 Profesionales en ciencias sociales;Mujeres;2021;9.625
Total Nacional;16 País Vasco;;29 Profesionales de la cultura y el espectáculo;Total;2022;8.912
Total Nacional;16 País Vasco;;29 Profesionales de la cultura y el espectáculo;Total;2021;10.379
Total Nacional;16 País Vasco;;29 Profesionales de la cultura y el espectáculo;Hombres;2022;4.644
Total Nacional;16 País Vasco;;29 Profesionales de la cultura y el espectáculo;Hombres;2021;5.270
Total Nacional;16 País Vasco;;29 Profesionales de la cultura y el espectáculo;Mujeres;2022;4.268
Total Nacional;16 País Vasco;;29 Profesionales de la cultura y el espectáculo;Mujeres;2021;5.109
Total Nacional;16 País Vasco;;31 Técnicos de las ciencias y de las ingenierías;Total;2022;23.945
Total Nacional;16 País Vasco;;31 Técnicos de las ciencias y de las ingenierías;Total;2021;24.140
Total Nacional;16 País Vasco;;31 Técnicos de las ciencias y de las ingenierías;Hombres;2022;18.754
Total Nacional;16 País Vasco;;31 Técnicos de las ciencias y de las ingenierías;Hombres;2021;18.740
Total Nacional;16 País Vasco;;31 Técnicos de las ciencias y de las ingenierías;Mujeres;2022;5.191
Total Nacional;16 País Vasco;;31 Técnicos de las ciencias y de las ingenierías;Mujeres;2021;5.400
Total Nacional;16 País Vasco;;32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción;Total;2022;4.224
Total Nacional;16 País Vasco;;32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción;Total;2021;3.988
Total Nacional;16 País Vasco;;32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción;Hombres;2022;3.818
Total Nacional;16 País Vasco;;32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción;Hombres;2021;3.582
Total Nacional;16 País Vasco;;32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción;Mujeres;2022;406
Total Nacional;16 País Vasco;;32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción;Mujeres;2021;406
Total Nacional;16 País Vasco;;33 Técnicos sanitarios y profesionales de las terapias alternativas;Total;2022;7.089
Total Nacional;16 País Vasco;;33 Técnicos sanitarios y profesionales de las terapias alternativas;Total;2021;5.816
Total Nacional;16 País Vasco;;33 Técnicos sanitarios y profesionales de las terapias alternativas;Hombres;2022;2.144
Total Nacional;16 País Vasco;;33 Técnicos sanitarios y profesionales de las terapias alternativas;Hombres;2021;1.873
Total Nacional;16 País Vasco;;33 Técnicos sanitarios y profesionales de las terapias alternativas;Mujeres;2022;4.945
Total Nacional;16 País Vasco;;33 Técnicos sanitarios y profesionales de las terapias alternativas;Mujeres;2021;3.943
Total Nacional;16 País Vasco;;34 Profesionales de apoyo en finanzas y matemáticas;Total;2022;1.458
Total Nacional;16 País Vasco;;34 Profesionales de apoyo en finanzas y matemáticas;Total;2021;1.696
Total Nacional;16 País Vasco;;34 Profesionales de apoyo en finanzas y matemáticas;Hombres;2022;686
Total Nacional;16 País Vasco;;34 Profesionales de apoyo en finanzas y matemáticas;Hombres;2021;735
Total Nacional;16 País Vasco;;34 Profesionales de apoyo en finanzas y matemáticas;Mujeres;2022;772
Total Nacional;16 País Vasco;;34 Profesionales de apoyo en finanzas y matemáticas;Mujeres;2021;961
Total Nacional;16 País Vasco;;35 Representantes, agentes comerciales y afines;Total;2022;23.840
Total Nacional;16 País Vasco;;35 Representantes, agentes comerciales y afines;Total;2021;23.733
Total Nacional;16 País Vasco;;35 Representantes, agentes comerciales y afines;Hombres;2022;15.202
Total Nacional;16 País Vasco;;35 Representantes, agentes comerciales y afines;Hombres;2021;15.135
Total Nacional;16 País Vasco;;35 Representantes, agentes comerciales y afines;Mujeres;2022;8.638
Total Nacional;16 País Vasco;;35 Representantes, agentes comerciales y afines;Mujeres;2021;8.598
Total Nacional;16 País Vasco;;36 Profesionales de apoyo a la gestión administrativa, técnicos de las fuerzas y cuerpos de seguridad;Total;2022;16.594
Total Nacional;16 País Vasco;;36 Profesionales de apoyo a la gestión administrativa, técnicos de las fuerzas y cuerpos de seguridad;Total;2021;16.653
Total Nacional;16 País Vasco;;36 Profesionales de apoyo a la gestión administrativa, técnicos de las fuerzas y cuerpos de seguridad;Hombres;2022;4.905
Total Nacional;16 País Vasco;;36 Profesionales de apoyo a la gestión administrativa, técnicos de las fuerzas y cuerpos de seguridad;Hombres;2021;4.678
Total Nacional;16 País Vasco;;36 Profesionales de apoyo a la gestión administrativa, técnicos de las fuerzas y cuerpos de seguridad;Mujeres;2022;11.689
Total Nacional;16 País Vasco;;36 Profesionales de apoyo a la gestión administrativa, técnicos de las fuerzas y cuerpos de seguridad;Mujeres;2021;11.975
Total Nacional;16 País Vasco;;37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines;Total;2022;19.769
Total Nacional;16 País Vasco;;37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines;Total;2021;18.883
Total Nacional;16 País Vasco;;37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines;Hombres;2022;10.369
Total Nacional;16 País Vasco;;37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines;Hombres;2021;9.924
Total Nacional;16 País Vasco;;37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines;Mujeres;2022;9.400
Total Nacional;16 País Vasco;;37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines;Mujeres;2021;8.959
Total Nacional;16 País Vasco;;38 Técnicos de las tecnologías de la información y las comunicaciones (TIC);Total;2022;10.275
Total Nacional;16 País Vasco;;38 Técnicos de las tecnologías de la información y las comunicaciones (TIC);Total;2021;9.953
Total Nacional;16 País Vasco;;38 Técnicos de las tecnologías de la información y las comunicaciones (TIC);Hombres;2022;7.634
Total Nacional;16 País Vasco;;38 Técnicos de las tecnologías de la información y las comunicaciones (TIC);Hombres;2021;7.282
Total Nacional;16 País Vasco;;38 Técnicos de las tecnologías de la información y las comunicaciones (TIC);Mujeres;2022;2.641
Total Nacional;16 País Vasco;;38 Técnicos de las tecnologías de la información y las comunicaciones (TIC);Mujeres;2021;2.671
Total Nacional;16 País Vasco;;41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte;Total;2022;18.376
Total Nacional;16 País Vasco;;41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte;Total;2021;18.341
Total Nacional;16 País Vasco;;41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte;Hombres;2022;9.513
Total Nacional;16 País Vasco;;41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte;Hombres;2021;9.388
Total Nacional;16 País Vasco;;41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte;Mujeres;2022;8.863
Total Nacional;16 País Vasco;;41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte;Mujeres;2021;8.953
Total Nacional;16 País Vasco;;42 Empleados de bibliotecas, servicios de correos y afines;Total;2022;4.280
Total Nacional;16 País Vasco;;42 Empleados de bibliotecas, servicios de correos y afines;Total;2021;4.645
Total Nacional;16 País Vasco;;42 Empleados de bibliotecas, servicios de correos y afines;Hombres;2022;2.048
Total Nacional;16 País Vasco;;42 Empleados de bibliotecas, servicios de correos y afines;Hombres;2021;2.171
Total Nacional;16 País Vasco;;42 Empleados de bibliotecas, servicios de correos y afines;Mujeres;2022;2.232
Total Nacional;16 País Vasco;;42 Empleados de bibliotecas, servicios de correos y afines;Mujeres;2021;2.474
Total Nacional;16 País Vasco;;43 Otros empleados administrativos sin tareas de atención al público;Total;2022;26.412
Total Nacional;16 País Vasco;;43 Otros empleados administrativos sin tareas de atención al público;Total;2021;26.689
Total Nacional;16 País Vasco;;43 Otros empleados administrativos sin tareas de atención al público;Hombres;2022;7.387
Total Nacional;16 País Vasco;;43 Otros empleados administrativos sin tareas de atención al público;Hombres;2021;7.569
Total Nacional;16 País Vasco;;43 Otros empleados administrativos sin tareas de atención al público;Mujeres;2022;19.025
Total Nacional;16 País Vasco;;43 Otros empleados administrativos sin tareas de atención al público;Mujeres;2021;19.120
Total Nacional;16 País Vasco;;44 Empleados de agencias de viajes, recepcionistas y telefonistas, empleados de ventanilla y afines (excepto taquilleros);Total;2022;8.996
Total Nacional;16 País Vasco;;44 Empleados de agencias de viajes, recepcionistas y telefonistas, empleados de ventanilla y afines (excepto taquilleros);Total;2021;9.947
Total Nacional;16 País Vasco;;44 Empleados de agencias de viajes, recepcionistas y telefonistas, empleados de ventanilla y afines (excepto taquilleros);Hombres;2022;2.644
Total Nacional;16 País Vasco;;44 Empleados de agencias de viajes, recepcionistas y telefonistas, empleados de ventanilla y afines (excepto taquilleros);Hombres;2021;2.870
Total Nacional;16 País Vasco;;44 Empleados de agencias de viajes, recepcionistas y telefonistas, empleados de ventanilla y afines (excepto taquilleros);Mujeres;2022;6.352
Total Nacional;16 País Vasco;;44 Empleados de agencias de viajes, recepcionistas y telefonistas, empleados de ventanilla y afines (excepto taquilleros);Mujeres;2021;7.077
Total Nacional;16 País Vasco;;45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;Total;2022;21.465
Total Nacional;16 País Vasco;;45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;Total;2021;19.880
Total Nacional;16 País Vasco;;45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;Hombres;2022;5.495
Total Nacional;16 País Vasco;;45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;Hombres;2021;4.885
Total Nacional;16 País Vasco;;45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;Mujeres;2022;15.970
Total Nacional;16 País Vasco;;45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;Mujeres;2021;14.995
Total Nacional;16 País Vasco;;50 Camareros y cocineros propietarios;Total;2022;12.747
Total Nacional;16 País Vasco;;50 Camareros y cocineros propietarios;Total;2021;13.006
Total Nacional;16 País Vasco;;50 Camareros y cocineros propietarios;Hombres;2022;7.156
Total Nacional;16 País Vasco;;50 Camareros y cocineros propietarios;Hombres;2021;7.162
Total Nacional;16 País Vasco;;50 Camareros y cocineros propietarios;Mujeres;2022;5.591
Total Nacional;16 País Vasco;;50 Camareros y cocineros propietarios;Mujeres;2021;5.844
Total Nacional;16 País Vasco;;51 Trabajadores asalariados de los servicios de restauración;Total;2022;31.651
Total Nacional;16 País Vasco;;51 Trabajadores asalariados de los servicios de restauración;Total;2021;31.853
Total Nacional;16 País Vasco;;51 Trabajadores asalariados de los servicios de restauración;Hombres;2022;13.431
Total Nacional;16 País Vasco;;51 Trabajadores asalariados de los servicios de restauración;Hombres;2021;13.205
Total Nacional;16 País Vasco;;51 Trabajadores asalariados de los servicios de restauración;Mujeres;2022;18.220
Total Nacional;16 País Vasco;;51 Trabajadores asalariados de los servicios de restauración;Mujeres;2021;18.648
Total Nacional;16 País Vasco;;52 Dependientes en tiendas y almacenes;Total;2022;40.248
Total Nacional;16 País Vasco;;52 Dependientes en tiendas y almacenes;Total;2021;42.479
Total Nacional;16 País Vasco;;52 Dependientes en tiendas y almacenes;Hombres;2022;10.531
Total Nacional;16 País Vasco;;52 Dependientes en tiendas y almacenes;Hombres;2021;11.223
Total Nacional;16 País Vasco;;52 Dependientes en tiendas y almacenes;Mujeres;2022;29.717
Total Nacional;16 País Vasco;;52 Dependientes en tiendas y almacenes;Mujeres;2021;31.256
Total Nacional;16 País Vasco;;53 Comerciantes propietarios de tiendas;Total;2022;20.581
Total Nacional;16 País Vasco;;53 Comerciantes propietarios de tiendas;Total;2021;21.318
Total Nacional;16 País Vasco;;53 Comerciantes propietarios de tiendas;Hombres;2022;7.370
Total Nacional;16 País Vasco;;53 Comerciantes propietarios de tiendas;Hombres;2021;7.576
Total Nacional;16 País Vasco;;53 Comerciantes propietarios de tiendas;Mujeres;2022;13.211
Total Nacional;16 País Vasco;;53 Comerciantes propietarios de tiendas;Mujeres;2021;13.742
Total Nacional;16 País Vasco;;54 Vendedores (excepto en tiendas y almacenes);Total;2022;4.810
Total Nacional;16 País Vasco;;54 Vendedores (excepto en tiendas y almacenes);Total;2021;5.491
Total Nacional;16 País Vasco;;54 Vendedores (excepto en tiendas y almacenes);Hombres;2022;2.328
Total Nacional;16 País Vasco;;54 Vendedores (excepto en tiendas y almacenes);Hombres;2021;2.582
Total Nacional;16 País Vasco;;54 Vendedores (excepto en tiendas y almacenes);Mujeres;2022;2.482
Total Nacional;16 País Vasco;;54 Vendedores (excepto en tiendas y almacenes);Mujeres;2021;2.909
